语料ID,产品ID,产品名称
酒店评论-1325,ID7309,IU酒店(茂名人民南路油城大厦店)
酒店评论-1326,ID7310,茂名诚荟酒店
酒店评论-1327,ID7311,茂名海豚酒店
酒店评论-1328,ID7312,Q加·茂名大喜假日酒店
酒店评论-1329,ID7313,茂名海豚酒店
酒店评论-1330,ID7314,Q加·茂名大喜假日酒店
酒店评论-1331,ID7315,茂名海豚酒店
酒店评论-1332,ID7316,茂名诚荟酒店
酒店评论-1333,ID7317,茂名诚荟酒店
酒店评论-1334,ID7318,维也纳3好酒店(茂名沿江大厦店)
酒店评论-1335,ID7319,Q加·茂名大喜假日酒店
酒店评论-1336,ID7320,茂名海豚酒店
酒店评论-1337,ID7321,高州简尚精品酒店
酒店评论-1338,ID7322,维也纳国际酒店(茂名万达广场店)
酒店评论-1339,ID7323,维也纳国际酒店(茂名万达广场店)
酒店评论-1340,ID7324,Q加·茂名大喜假日酒店
酒店评论-1341,ID7325,城市便捷酒店(茂名学府店)
酒店评论-1342,ID7326,茂名海豚酒店
酒店评论-1343,ID7327,茂名南越印象岭南文化主题酒店火车站店
酒店评论-1344,ID7328,IU酒店(茂名人民南路油城大厦店)
酒店评论-1345,ID7329,茂名国际大酒店
酒店评论-1346,ID7330,Q加·茂名大喜假日酒店
酒店评论-1347,ID7331,维也纳国际酒店(茂名万达广场店)
酒店评论-1348,ID7332,轻住悦享酒店(茂名高铁南站店)
酒店评论-1349,ID7333,茂名海豚酒店
酒店评论-1350,ID7334,化州桔龙商务酒店
酒店评论-1351,ID7335,城市便捷酒店(茂名学府店)
酒店评论-1352,ID7336,城市便捷酒店(茂名学府店)
酒店评论-1353,ID7337,茂名海豚酒店
酒店评论-1354,ID7338,Q加·茂名大喜假日酒店
酒店评论-1355,ID7339,茂名红金鼎商务宾馆
酒店评论-1356,ID7340,维也纳国际酒店(茂名万达广场店)
酒店评论-1357,ID7341,茂名君悦商务酒店
酒店评论-1358,ID7342,维也纳国际酒店(茂名高铁火车站店)
酒店评论-1359,ID7343,维也纳国际酒店(茂名万达广场店)
酒店评论-1360,ID7344,维也纳国际酒店(茂名高铁火车站店)
酒店评论-1361,ID7345,茂名鑫都宾馆
酒店评论-1362,ID7346,维也纳国际酒店(茂名万达广场店)
酒店评论-1363,ID7347,维也纳国际酒店(茂名万达广场店)
酒店评论-1364,ID7348,茂名海豚酒店
酒店评论-1365,ID7349,茂名国际大酒店
酒店评论-1366,ID7350,茂名诚荟酒店
酒店评论-1367,ID7351,茂名鑫都宾馆
酒店评论-1368,ID7352,维也纳国际酒店(茂名万达广场店)
酒店评论-1369,ID7353,Q加·茂名大喜假日酒店
酒店评论-1370,ID7354,城市便捷酒店(茂名学府店)
酒店评论-1371,ID7355,茂名国际大酒店
酒店评论-1372,ID7356,城市便捷酒店(茂名学府店)
酒店评论-1373,ID7357,茂名名晟宾馆
酒店评论-1374,ID7358,维也纳国际酒店(茂名万达广场店)
酒店评论-1375,ID7359,茂名柏丽酒店
酒店评论-1376,ID7360,精途酒店(茂名高铁火车站店)
酒店评论-1377,ID7361,维也纳国际酒店(茂名高铁火车站店)
酒店评论-1378,ID7362,茂名观海楼假日酒店
酒店评论-1379,ID7363,茂名国际大酒店
酒店评论-1380,ID7364,Q加·茂名大喜假日酒店
酒店评论-1381,ID7365,城市便捷酒店(茂名学府店)
酒店评论-1382,ID7366,精途酒店(茂名高铁火车站店)
酒店评论-1383,ID7367,维也纳国际酒店(茂名万达广场店)
酒店评论-1384,ID7368,茂名海豚酒店
酒店评论-1385,ID7369,卓越酒店(茂名万达广场店)
酒店评论-1386,ID7370,华海酒店(茂名高铁站店)
酒店评论-1387,ID7371,茂名熹龙国际大酒店
酒店评论-1388,ID7372,尚客优连锁酒店(茂名高铁火车站店)
酒店评论-1389,ID7373,茂名诚荟酒店
酒店评论-1390,ID7374,城市便捷酒店(茂名学府店)
酒店评论-1391,ID7375,茂名诚荟酒店
酒店评论-1392,ID7376,茂名国际大酒店
酒店评论-1393,ID7377,城市便捷酒店(茂名学府店)
酒店评论-1394,ID7378,茂名名晟宾馆
酒店评论-1395,ID7379,茂名海豚酒店
酒店评论-1396,ID7380,城市便捷酒店(茂名学府店)
酒店评论-1397,ID7381,维也纳国际酒店(茂名高铁火车站店)
酒店评论-1398,ID7382,茂名熹龙国际大酒店
酒店评论-1399,ID7383,茂名万达广场雅斯特国际酒店
酒店评论-1400,ID7384,茂名荔晶大酒店
酒店评论-1401,ID7385,尚客优连锁酒店(茂名高铁火车站店)
酒店评论-1402,ID7386,茂名熹龙国际大酒店
酒店评论-1403,ID7387,茂名万达广场雅斯特国际酒店
酒店评论-1404,ID7388,茂名华燕宾馆
酒店评论-1405,ID7389,茂名红金鼎商务宾馆
酒店评论-1406,ID7390,茂名万达广场雅斯特国际酒店
酒店评论-1407,ID7391,茂名国际大酒店
酒店评论-1408,ID7392,茂名御景国际大酒店
酒店评论-1409,ID7393,茂名海云雁酒店
酒店评论-1410,ID7394,茂名诚荟酒店
酒店评论-1411,ID7395,茂名途遇精品酒店
酒店评论-1412,ID7396,茂名柏丽酒店
酒店评论-1413,ID7397,城市便捷酒店(茂名学府店)
酒店评论-1414,ID7398,精途酒店(茂名高铁火车站店)
酒店评论-1415,ID7399,茂名海豚酒店
酒店评论-1416,ID7400,茂名海云雁酒店
酒店评论-1417,ID7401,茂名荔晶大酒店
酒店评论-1418,ID7402,茂名温德姆至尊酒店
酒店评论-1419,ID7403,茂名君悦商务酒店人民大道店
酒店评论-1420,ID7404,维也纳国际酒店(茂名万达广场店)
酒店评论-1421,ID7405,茂名君悦商务酒店
酒店评论-1422,ID7406,茂名途遇精品酒店
酒店评论-1423,ID7407,柏曼酒店(茂名大道东汇城店)
酒店评论-1424,ID7408,茂名威利国际酒店
酒店评论-1425,ID7409,卓越酒店(茂名万达广场店)
酒店评论-1426,ID7410,茂名红金鼎商务宾馆
酒店评论-1427,ID7411,凯里亚德酒店(茂名电白万达广场店)
酒店评论-1428,ID7412,维也纳国际酒店(茂名万达广场店)
酒店评论-1429,ID7413,高州顺得商务酒店
酒店评论-1430,ID7414,凯里亚德酒店(茂名电白万达广场店)
酒店评论-1431,ID7415,茂名熹龙国际大酒店
酒店评论-1432,ID7416,卓越酒店(茂名万达广场店)
酒店评论-1433,ID7417,茂名安途四季酒店
酒店评论-1434,ID7418,如家酒店·neo(茂名人民路步行街中心店)
酒店评论-1435,ID7419,高州明悦宾馆
酒店评论-1436,ID7420,尚客优连锁酒店(茂名高铁火车站店)
酒店评论-1437,ID7421,茂名诚荟酒店
酒店评论-1438,ID7422,茂名熹龙国际大酒店
酒店评论-1439,ID7423,兰欧酒店(信宜绍秀体育馆店)
酒店评论-1440,ID7424,麗枫酒店(茂名高铁站店)
酒店评论-1441,ID7425,茂名栈泉酒店
酒店评论-1442,ID7426,麗枫酒店(茂名高铁站店)
酒店评论-1443,ID7427,茂名栈泉酒店
酒店评论-1444,ID7428,茂名诚荟酒店
酒店评论-1445,ID7429,麗枫酒店(茂名电白万达广场店)
酒店评论-1446,ID7430,茂名文华酒店
酒店评论-1447,ID7431,凯里亚德酒店(茂名电白万达广场店)
酒店评论-1448,ID7432,麗枫酒店(茂名电白万达广场店)
酒店评论-1449,ID7433,凯里亚德酒店(茂名电白万达广场店)
酒店评论-1450,ID7434,IU酒店(茂名人民南路油城大厦店)
酒店评论-1451,ID7435,维也纳国际酒店(茂名万达广场店)
酒店评论-1452,ID7436,信宜天鹅湖宾馆
酒店评论-1453,ID7437,高州卡尔顿酒店
酒店评论-1454,ID7438,茂名诚荟酒店
酒店评论-1455,ID7439,化州桔龙商务酒店
酒店评论-1456,ID7440,麗枫酒店(茂名电白万达广场店)
酒店评论-1457,ID7441,麗枫酒店(茂名电白万达广场店)
酒店评论-1458,ID7442,麗枫酒店(茂名电白万达广场店)
酒店评论-1459,ID7443,麗枫酒店(茂名电白万达广场店)
酒店评论-1460,ID7444,麗枫酒店(茂名电白万达广场店)
酒店评论-1461,ID7445,茂名威利国际酒店
酒店评论-1462,ID7446,麗枫酒店(茂名电白万达广场店)
酒店评论-1463,ID7447,茂名诚荟酒店
酒店评论-1464,ID7448,凯里亚德酒店(茂名电白万达广场店)
酒店评论-1465,ID7449,柏曼酒店(茂名油城七路店)
酒店评论-1466,ID7450,英利商务酒店(化州上街路店)
酒店评论-1467,ID7451,茂名君怡酒店
酒店评论-1468,ID7452,茂名鑫都宾馆
酒店评论-1469,ID7453,茂名华燕宾馆
酒店评论-1470,ID7454,茂名观海楼假日酒店
酒店评论-1471,ID7455,柏曼酒店(茂名油城七路店)
酒店评论-1472,ID7456,茂名君怡酒店
酒店评论-1473,ID7457,茂名途遇精品酒店
酒店评论-1474,ID7458,维也纳3好酒店(茂名沿江大厦店)
酒店评论-1475,ID7459,化州汇嘉大酒店
酒店评论-1476,ID7460,茂名途遇精品酒店
酒店评论-1477,ID7461,尚客优连锁酒店(茂名高铁火车站店)
酒店评论-1478,ID7462,麗枫酒店(茂名电白万达广场店)
酒店评论-1479,ID7463,唐华商务酒店(茂名高铁火车站店)
酒店评论-1480,ID7464,Q加·茂名大喜假日酒店
酒店评论-1481,ID7465,维也纳3好酒店(茂名沿江大厦店)
酒店评论-1482,ID7466,麗枫酒店(茂名电白万达广场店)
酒店评论-1483,ID7467,柏曼酒店(茂名油城七路店)
酒店评论-1484,ID7468,柏曼酒店(茂名油城七路店)
酒店评论-1485,ID7469,柏曼酒店(茂名油城七路店)
酒店评论-1486,ID7470,维也纳国际酒店(茂名高铁火车站店)
酒店评论-1487,ID7471,Q加·茂名大喜假日酒店
酒店评论-1488,ID7472,茂名君怡酒店
酒店评论-1489,ID7473,凯里亚德酒店(茂名电白万达广场店)
酒店评论-1490,ID7474,城市便捷酒店(茂名水东万达广场区政府店)
酒店评论-1491,ID7475,凯里亚德酒店(茂名电白万达广场店)
酒店评论-1492,ID7476,高州沿江商务宾馆
酒店评论-1493,ID7477,茂名柏丽酒店
酒店评论-1494,ID7478,茂名诚荟酒店
酒店评论-1495,ID7479,精途酒店(茂名高铁火车站店)
酒店评论-1496,ID7480,Q加·茂名大喜假日酒店
酒店评论-1497,ID7481,IU酒店(茂名人民南路油城大厦店)
酒店评论-1498,ID7482,麗枫酒店(茂名电白万达广场店)
酒店评论-1499,ID7483,茂名熹龙国际大酒店
酒店评论-1500,ID7484,卓越酒店(茂名万达广场店)
酒店评论-1501,ID7485,柏曼酒店(茂名油城七路店)
酒店评论-1502,ID7486,Q加·茂名大喜假日酒店
酒店评论-1503,ID7487,唐华商务酒店(茂名高铁火车站店)
酒店评论-1504,ID7488,凯里亚德酒店(茂名电白万达广场店)
酒店评论-1505,ID7489,Q加·茂名大喜假日酒店
酒店评论-1506,ID7490,Q加·茂名大喜假日酒店
酒店评论-1507,ID7491,茂名国际大酒店
酒店评论-1508,ID7492,茂名华燕宾馆
酒店评论-1509,ID7493,柏曼酒店(茂名油城七路店)
酒店评论-1510,ID7494,茂名华燕宾馆
酒店评论-1511,ID7495,柏曼酒店(茂名油城七路店)
酒店评论-1512,ID7496,茂名恒运商务酒店
酒店评论-1513,ID7497,尚客优连锁酒店(信宜银湖路店)
酒店评论-1514,ID7498,茂名君怡酒店
酒店评论-1515,ID7499,麗枫酒店(茂名电白万达广场店)
酒店评论-1516,ID7500,茂名海豚酒店
酒店评论-1517,ID7501,麗枫酒店(茂名电白万达广场店)
酒店评论-1518,ID7502,茂名君怡酒店
酒店评论-1519,ID7503,茂名观海楼假日酒店
酒店评论-1520,ID7504,茂名君悦商务酒店
酒店评论-1521,ID7505,高州简尚精品酒店
酒店评论-1522,ID7506,好莱登商务宾馆(信宜绍秀体育馆店)
酒店评论-1523,ID7507,茂名观海楼假日酒店
酒店评论-1524,ID7508,化州铭丰假日酒店
酒店评论-1525,ID7509,茂名荔晶大酒店
酒店评论-1526,ID7510,茂名君怡酒店
酒店评论-1527,ID7511,茂名诚荟酒店
酒店评论-1528,ID7512,茂名海豚酒店
酒店评论-1529,ID7513,尚客优连锁酒店(茂名高铁火车站店)
酒店评论-1530,ID7514,茂名红金鼎商务宾馆
酒店评论-1531,ID7515,柏曼酒店(茂名油城七路店)
酒店评论-1532,ID7516,星悦酒店(茂名文化广场店)
酒店评论-1533,ID7517,Q加·茂名大喜假日酒店
酒店评论-1534,ID7518,Q加·茂名大喜假日酒店
酒店评论-1535,ID7519,Q加·茂名大喜假日酒店
酒店评论-1536,ID7520,Q加·茂名大喜假日酒店
酒店评论-1537,ID7521,茂名熹龙国际大酒店
酒店评论-1538,ID7522,凯里亚德酒店(茂名电白万达广场店)
酒店评论-1539,ID7523,茂名熹龙国际大酒店
酒店评论-1540,ID7524,凯里亚德酒店(茂名高铁站店)
酒店评论-1541,ID7525,凯里亚德酒店(茂名电白万达广场店)
酒店评论-1542,ID7526,凯里亚德酒店(茂名电白万达广场店)
酒店评论-1543,ID7527,精途酒店(茂名高铁火车站店)
酒店评论-1544,ID7528,茂名蓝海洋酒店
酒店评论-1545,ID7529,茂名柏丽酒店
酒店评论-1546,ID7530,茂名海云雁酒店
酒店评论-1547,ID7531,茂名诚荟酒店
酒店评论-1548,ID7532,柏曼酒店(茂名大道东汇城店)
酒店评论-1549,ID7533,Q加·茂名大喜假日酒店
酒店评论-1550,ID7534,茂名万达广场雅斯特国际酒店
酒店评论-1551,ID7535,精途酒店(茂名高铁火车站店)
酒店评论-1552,ID7536,凯里亚德酒店(茂名电白万达广场店)
酒店评论-1553,ID7537,城市便捷酒店(茂名学府店)
酒店评论-1554,ID7538,麗枫酒店(茂名电白万达广场店)
酒店评论-1555,ID7539,IU酒店(茂名人民南路油城大厦店)
酒店评论-1556,ID7540,精途酒店(茂名高铁火车站店)
酒店评论-1557,ID7541,卓越酒店(茂名万达广场店)
酒店评论-1558,ID7542,茂名途遇精品酒店
酒店评论-1559,ID7543,茂名栈泉酒店
酒店评论-1560,ID7544,茂名诚荟酒店
酒店评论-1561,ID7545,茂名华燕宾馆
酒店评论-1562,ID7546,柏曼酒店(茂名油城七路店)
酒店评论-1563,ID7547,茂名栈泉酒店
酒店评论-1564,ID7548,精途酒店(茂名高铁火车站店)
酒店评论-1565,ID7549,精途酒店(茂名高铁火车站店)
酒店评论-1566,ID7550,茂名碧海湾酒店
酒店评论-1567,ID7551,信宜丽晶酒店
酒店评论-1568,ID7552,维也纳国际酒店(茂名高铁火车站店)
酒店评论-1569,ID7553,麗枫酒店(茂名电白万达广场店)
酒店评论-1570,ID7554,茂名海豚酒店
酒店评论-1571,ID7555,凯里亚德酒店(茂名电白万达广场店)
酒店评论-1572,ID7556,茂名华燕宾馆
酒店评论-1573,ID7557,茂名熹龙国际大酒店
酒店评论-1574,ID7558,茂名熹龙国际大酒店
酒店评论-1575,ID7559,麗枫酒店(茂名电白万达广场店)
酒店评论-1576,ID7560,茂名君怡酒店
酒店评论-1577,ID7561,柏曼酒店(茂名油城七路店)
酒店评论-1578,ID7562,柏曼酒店(茂名大道东汇城店)
酒店评论-1579,ID7563,IU酒店(茂名人民南路油城大厦店)
酒店评论-1580,ID7564,茂名海豚酒店
酒店评论-1581,ID7565,凯里亚德酒店(茂名高铁站店)
酒店评论-1582,ID7566,茂名君怡酒店
酒店评论-1583,ID7567,化州桔龙商务酒店
酒店评论-1584,ID7568,凯里亚德酒店(茂名电白万达广场店)
酒店评论-1585,ID7569,柏曼酒店(茂名油城七路店)
酒店评论-1586,ID7570,IU酒店(茂名人民南路油城大厦店)
酒店评论-1587,ID7571,轻住悦享酒店(茂名高铁南站店)
酒店评论-1588,ID7572,凯里亚德酒店(茂名高铁站店)
酒店评论-1589,ID7573,精途酒店(茂名高铁火车站店)
酒店评论-1590,ID7574,IU酒店(茂名人民南路油城大厦店)
酒店评论-1591,ID7575,茂名君怡酒店
酒店评论-1592,ID7576,茂名东诚智能公寓
酒店评论-1593,ID7577,凯里亚德酒店(茂名高铁站店)
酒店评论-1594,ID7578,茂名君怡酒店
酒店评论-1595,ID7579,麗枫酒店(茂名电白万达广场店)
酒店评论-1596,ID7580,茂名荔晶大酒店
酒店评论-1597,ID7581,精途酒店(茂名高铁火车站店)
酒店评论-1598,ID7582,茂名诚荟酒店
酒店评论-1599,ID7583,凯里亚德酒店(茂名高铁站店)
酒店评论-1600,ID7584,麗枫酒店(茂名电白万达广场店)
酒店评论-1601,ID7585,茂名君怡酒店
酒店评论-1602,ID7586,茂名市便捷酒店(高铁火车站店)
酒店评论-1603,ID7587,凯里亚德酒店(茂名高铁站店)
酒店评论-1604,ID7588,柏曼酒店(茂名大道东汇城店)
酒店评论-1605,ID7589,茂名红天旅馆
酒店评论-1606,ID7590,茂名观海楼假日酒店
酒店评论-1607,ID7591,城市便捷酒店(茂名学府店)
酒店评论-1608,ID7592,麗枫酒店(茂名电白万达广场店)
酒店评论-1609,ID7593,茂名国际大酒店
酒店评论-1610,ID7594,凯里亚德酒店(茂名高铁站店)
酒店评论-1611,ID7595,Q加·茂名大喜假日酒店
酒店评论-1612,ID7596,茂名熹龙国际大酒店
酒店评论-1613,ID7597,麗枫酒店(茂名电白万达广场店)
酒店评论-1614,ID7598,茂名海豚酒店
酒店评论-1615,ID7599,茂名熹龙国际大酒店
酒店评论-1616,ID7600,茂名观海楼假日酒店
酒店评论-1617,ID7601,茂名观海楼假日酒店
酒店评论-1618,ID7602,茂名诚荟酒店
酒店评论-1619,ID7603,茂名熹龙国际大酒店
酒店评论-1620,ID7604,茂名海豚酒店
酒店评论-1621,ID7605,维也纳国际酒店(茂名万达广场店)
酒店评论-1622,ID7606,Q加·茂名大喜假日酒店
酒店评论-1623,ID7607,柏曼酒店(茂名大道东汇城店)
酒店评论-1624,ID7608,茂名海豚酒店
酒店评论-1625,ID7609,柏曼酒店(茂名大道东汇城店)
酒店评论-1626,ID7610,凯里亚德酒店(茂名高铁站店)
酒店评论-1627,ID7611,茂名海豚酒店
酒店评论-1628,ID7612,茂名诚荟酒店
酒店评论-1629,ID7613,轻住悦享酒店(茂名高铁南站店)
酒店评论-1630,ID7614,轻住悦享酒店(茂名高铁南站店)
酒店评论-1631,ID7615,茂名熹龙国际大酒店
酒店评论-1632,ID7616,柏曼酒店(茂名大道东汇城店)
酒店评论-1633,ID7617,茂名华燕宾馆
酒店评论-1634,ID7618,茂名君怡酒店
酒店评论-1635,ID7619,维也纳国际酒店(茂名万达广场店)
酒店评论-1636,ID7620,茂名君怡酒店
酒店评论-1637,ID7621,茂名荔晶大酒店
酒店评论-1638,ID7622,茂名国际大酒店
酒店评论-1639,ID7623,茂名东诚智能公寓
酒店评论-1640,ID7624,茂名诚荟酒店
酒店评论-1641,ID7625,茂名东诚智能公寓
酒店评论-1642,ID7626,维也纳国际酒店(茂名万达广场店)
